charts/episodic_length,losses/policy_loss,losses/old_approx_kl,global_step,_timestamp,losses/clipfrac,charts/learning_rate,losses/explained_variance,charts/SPS,losses/approx_kl,_step,_runtime,charts/episodic_return,losses/value_loss,losses/entropy
,-0.0025881417095661163,-0.0013663619756698608,160768,1763260260.4010046,0.0,0.00020360983035061508,-0.00119781494140625,1089.0,0.00011784583330154419,1777,175.07212257385254,,0.00029577803798019886,0.487746924161911
,0.00698552280664444,-0.000725514255464077,164864,1763260264.1057024,0.0,0.00020115207007620484,-4.887580871582031e-06,1089.0,0.00032965559512376785,1818,178.77682042121887,,481.0228271484375,0.4669269323348999
,-0.02466091513633728,0.008213933557271957,165376,1763260264.5504684,0.0,0.00020084485004190356,-2.8371810913085938e-05,1089.0,0.0013776551932096481,1823,179.22158646583557,,282.7720947265625,0.5137351751327515
,0.0008951276540756226,0.00714736245572567,168320,1763260267.2417684,0.0,0.0001990783348446712,-0.005046844482421875,1089.0,0.000909857451915741,1851,181.9128863811493,,0.00010062324872706085,0.5562578439712524
,-0.022048143669962883,-0.017441989853978157,168832,1763260267.6850858,0.0,0.0001987711148103699,-0.04600036144256592,1090.0,0.0026372624561190605,1856,182.35620379447937,,0.0002000889362534508,0.5526973009109497
,-0.0005506156012415886,-0.00010417215526103973,169984,1763260268.7258732,0.0,0.00019807988428510725,-0.036926984786987305,1090.0,4.168413579463959e-05,1868,183.39699125289917,,0.0035629598423838615,0.5614887475967407
,-0.005570262670516968,0.006424650549888611,170496,1763260269.1689625,0.0,0.00019777266425080597,-0.16115868091583252,1090.0,0.00024051964282989502,1873,183.84008049964905,,0.004412329755723476,0.5669159293174744
,0.0026843324303627014,0.0016152272000908852,170880,1763260269.5416486,0.0,0.00019754224922508,-1.6570091247558594e-05,1090.0,0.00045592617243528366,1877,184.21276664733887,,258.932861328125,0.5991306304931641
500.0,,,171835,1763260270.3667102,,,,,,1886,185.037828207016,500.0,,
,-0.002180822193622589,0.00023834314197301865,172800,1763260271.2390008,0.0,0.0001963901740964502,-0.054350972175598145,1090.0,0.00012145843356847763,1895,185.91011881828308,,0.00017639921861700714,0.5652781128883362
,-0.0037437602877616882,-0.0037133656442165375,173568,1763260271.9404836,0.0,0.0001959293440449983,-0.060692548751831055,1090.0,0.00018023326992988586,1903,186.61160159111023,,0.00016351361409761012,0.5734909176826477
,-0.012103313580155373,0.0010999934747815132,173824,1763260272.1637993,0.0,0.00019577573402784765,-0.21433067321777344,1090.0,0.0008820472285151482,1906,186.83491730690002,,0.00045684719225391746,0.5241169929504395
500.0,,,175071,1763260273.2342613,,,,,,1918,187.90537929534912,500.0,,
,-0.002119801938533783,0.0019784048199653625,175232,1763260273.45077,0.0,0.00019493087893351912,-0.005527019500732422,1090.0,0.00032082945108413696,1920,188.121887922287,,0.006779277231544256,0.5417593121528625
,0.0013302266597747803,-0.0066968947649002075,177408,1763260275.397578,0.0,0.00019362519378773868,0.000793755054473877,1091.0,0.0008539129048585892,1945,190.0686960220337,,576.4047241210938,0.5093778967857361
,-0.016344305127859116,0.0010574357584118843,178304,1763260276.2356603,0.0,0.00019308755872771144,-0.13090968132019043,1091.0,0.0011971527710556984,1959,190.9067783355713,,0.03188371658325195,0.5849818587303162
,-0.0002906881272792816,0.000511770136654377,179712,1763260277.5039961,0.0,0.00019224270363338292,0.03963029384613037,1091.0,6.839167326688766e-05,1973,192.17511415481567,,0.01569310761988163,0.6101914644241333
,0.0031917300075292587,-0.0012084627524018288,180992,1763260278.6758022,0.0,0.00019147465354762971,0.0636710524559021,1091.0,0.00042866263538599014,1985,193.3469202518463,,0.0002561239816714078,0.5350834131240845
500.0,,,181584,1763260279.1568692,,,,,,1991,193.82798719406128,500.0,,
277.0,,,182545,1763260280.068034,,,,,,2002,194.73915195465088,277.0,,
500.0,,,183045,1763260280.5077777,,,,,,2007,195.1788957118988,500.0,,
500.0,,,184045,1763260281.3825264,,,,,,2016,196.05364441871643,500.0,,
,-0.017835155129432678,-0.008379905484616756,184320,1763260281.6815772,0.0,0.0001894777233246714,-1.9277002811431885,1091.0,0.0015924563631415367,2019,196.3526952266693,,0.000571320008020848,0.475396990776062
,0.0019713416695594788,-0.011506235226988792,184832,1763260282.162633,0.0,0.0001891705032903701,-1.1259715557098389,1091.0,0.0007507838308811188,2024,196.83375096321106,,0.00041435606544837356,0.5227512121200562
,0.003906778991222382,-0.005700891837477684,185088,1763260282.386958,0.0,0.00018901689327321947,-0.0007697343826293945,1091.0,0.00020135194063186646,2027,197.0580759048462,,572.9719848632812,0.44013676047325134
,0.0038001611828804016,-0.005265427753329277,185344,1763260282.6076927,0.0,0.00018886328325606883,-1.6906001567840576,1091.0,0.00044998899102211,2029,197.2788107395172,,0.0004296927363611758,0.4960394501686096
,-0.0058873966336250305,0.0018162233754992485,185856,1763260283.0902326,0.0,0.00018855606322176754,0.2176520824432373,1091.0,0.0002055363729596138,2034,197.76135063171387,,0.0003290641470812261,0.44157642126083374
,-0.0038435757160186768,-0.0018259147182106972,187008,1763260284.1276937,0.0,0.00018786481814458966,-4.205065727233887,1091.0,0.00027061905711889267,2045,198.79881167411804,,0.0003254421753808856,0.4242687523365021
500.0,,,187545,1763260284.5836604,,,,,,2051,199.25477838516235,500.0,,
,-5.662441253662109e-06,0.0023875832557678223,187648,1763260284.6851144,0.0,0.00018748079310171306,-0.00022077560424804688,1091.0,1.6169622540473938e-05,2052,199.35623240470886,,523.2449340820312,0.4112934470176697
500.0,,,189545,1763260286.3469024,,,,,,2070,201.01802039146423,500.0,,
,-0.00027230381965637207,0.0006018588319420815,190080,1763260286.86629,0.0,0.0001860215124906972,0.00026786327362060547,1092.0,7.4570998549461365e-06,2076,201.53740811347961,,226.99166870117188,0.4817057251930237
,0.0004949048161506653,0.01734815165400505,191872,1763260288.5037136,0.0234375,0.00018494624237064272,-0.35402870178222656,1092.0,0.0055112289264798164,2093,203.17483162879944,,0.00021048741473350674,0.3911169767379761
,-0.0048155710101127625,-0.0068779271095991135,192000,1763260288.6135714,0.0,0.0001848694373620674,-0.1495150327682495,1092.0,0.0005621518939733505,2094,203.28468942642212,,0.0002461957046762109,0.41433072090148926
,0.0006099864840507507,0.0008689127862453461,194304,1763260290.7441602,0.0,0.00018348694720771164,0.14392513036727905,1091.0,2.6484951376914978e-05,2117,205.41527819633484,,0.00018653759616427124,0.46434256434440613
,0.00016135349869728088,0.00035559386014938354,196736,1763260292.9375494,0.0,0.00018202765204478055,-0.19550418853759766,1092.0,6.778165698051453e-06,2141,207.60866737365723,,0.0036454228684306145,0.4948884844779968
,-0.007997341454029083,0.0007066493853926659,197248,1763260293.3826368,0.0,0.00018172043201047927,-0.35723721981048584,1092.0,0.00021918397396802902,2146,208.05375480651855,,0.0035993691999465227,0.5231562256813049
,-0.001185484230518341,0.004063708707690239,197376,1763260293.52945,0.0,0.00018164362700190395,0.02068495750427246,1092.0,0.0007196627557277679,2147,208.20056796073914,,0.0002566976472735405,0.4150769114494324
,-0.00227364432066679,0.0027069412171840668,197504,1763260293.640816,0.00390625,0.00018156682199332863,-0.2643554210662842,1092.0,0.001578163355588913,2148,208.3119339942932,,0.0003297414514236152,0.4433393180370331
,-0.0025283899158239365,0.00017252005636692047,198144,1763260294.1986432,0.0,0.00018118279695045203,-9.381771087646484e-05,1092.0,3.138929605484009e-05,2155,208.8697612285614,,486.2275390625,0.4197472929954529
,-0.003642052412033081,-0.00903511606156826,199936,1763260295.8420262,0.0,0.00018010752683039755,-0.23381400108337402,1092.0,0.0017005857080221176,2172,210.51314425468445,,8.056146907620132e-05,0.5260037779808044
,-0.017857098951935768,0.012988872826099396,201216,1763260296.9902196,0.001953125,0.00017933947674464434,-0.0673898458480835,1092.0,0.0009195543825626373,2185,211.66133761405945,,0.0037567648105323315,0.5596571564674377
,0.0014442391693592072,0.012096548452973366,201984,1763260297.6861632,0.0,0.00017887864669319242,-0.07439029216766357,1092.0,0.0012617669999599457,2192,212.35728120803833,,0.00012840644922107458,0.5748412013053894
500.0,,,202545,1763260298.151204,,,,,,2198,212.82232213020325,500.0,,
,-0.008226923644542694,0.0025859959423542023,202624,1763260298.2463105,0.0,0.00017849462165031582,8.64267349243164e-05,1092.0,0.0006279274821281433,2199,212.91742849349976,,441.3548889160156,0.542736828327179
,-0.0009941263124346733,-0.002216857858002186,203904,1763260299.3964415,0.0,0.00017772657156456262,0.19894486665725708,1092.0,5.3578056395053864e-05,2211,214.06755948066711,,0.00047453955630771816,0.5845482349395752
,0.00025858357548713684,0.0008270880207419395,204160,1763260299.6182775,0.0,0.00017757296154741198,0.00016421079635620117,1092.0,3.6043114960193634e-05,2214,214.289395570755,,248.9207763671875,0.5132798552513123
,0.004741936922073364,-0.0006637405604124069,204800,1763260300.2073095,0.0,0.00017718893650453538,0.32311636209487915,1092.0,0.00048804283142089844,2220,214.87842750549316,,0.00014184703468345106,0.5067594051361084
,-0.005694277584552765,-0.0026880456134676933,205056,1763260300.4333446,0.0,0.00017703532648738474,8.809566497802734e-05,1092.0,0.00018924567848443985,2223,215.1044626235962,,645.9259033203125,0.47978174686431885
,-0.007644534111022949,0.0054593775421381,205312,1763260300.653738,0.0,0.0001768817164702341,-0.1513833999633789,1092.0,0.0004522763192653656,2225,215.32485604286194,,0.00027243021759204566,0.5646888017654419
,-0.005196265876293182,0.004959153011441231,205440,1763260300.799493,0.0,0.00017680491146165878,-0.7438226938247681,1092.0,0.0010134559124708176,2226,215.47061109542847,,0.00017192827363032848,0.5156320929527283
500.0,,,205545,1763260300.837051,,,,,,2227,215.50816893577576,500.0,,
,0.006388980895280838,0.0008869851008057594,205952,1763260301.2461822,0.0,0.0001764976914273575,-0.4043302536010742,1092.0,0.00025241170078516006,2231,215.9173002243042,,9.657254122430459e-05,0.5732004642486572
,0.0017809979617595673,0.0019837385043501854,206336,1763260301.5817227,0.0,0.00017626727640163153,-0.5808541774749756,1093.0,2.0201317965984344e-05,2235,216.25284075737,,0.0003578697796911001,0.5550221800804138
,0.0007738620042800903,-0.000384659506380558,206976,1763260302.1707325,0.0,0.00017588325135875493,-0.4012634754180908,1092.0,0.00012365076690912247,2241,216.8418505191803,,0.00012395209341775626,0.5598541498184204
,0.0009596236050128937,-0.00434364378452301,207616,1763260302.7286727,0.0,0.00017549922631587833,3.36766242980957e-05,1093.0,0.00031637586653232574,2248,217.39979076385498,,571.3057861328125,0.5724043846130371
,0.003369726240634918,0.004605233669281006,207872,1763260302.9850872,0.00390625,0.0001753456162987277,-0.010204195976257324,1093.0,0.0028482861816883087,2250,217.65620517730713,,0.00030037458054721355,0.5988775491714478
,0.004265390336513519,0.0016274703666567802,208128,1763260303.208785,0.0,0.00017519200628157705,-0.0001837015151977539,1093.0,0.0003917114809155464,2253,217.87990307807922,,260.8511047363281,0.5395322442054749
,0.00040928274393081665,-0.0012290235608816147,210048,1763260304.9356897,0.0,0.00017403994570486248,-3.6716461181640625e-05,1093.0,0.0001603551208972931,2272,219.60680770874023,,511.5044250488281,0.5814661979675293
,-0.016724498942494392,0.0038767848163843155,210944,1763260305.717659,0.0,0.00017350231064483523,0.05520045757293701,1093.0,0.0005157440900802612,2280,220.38877701759338,,9.896035044221207e-05,0.51335209608078
,0.0043827444314956665,0.0047082444652915,212480,1763260307.1275802,0.0,0.0001725806505419314,-0.001169443130493164,1093.0,0.00011141505092382431,2295,221.7986981868744,,0.0001427313982276246,0.5476967096328735
,-0.007489694282412529,-0.016231659799814224,212736,1763260307.3514354,0.0,0.00017242704052478075,0.06619614362716675,1093.0,0.0011242618784308434,2298,222.0225534439087,,0.003627401078119874,0.48020732402801514
,-0.019274555146694183,0.012697085738182068,214016,1763260308.5081015,0.00390625,0.00017165899043902755,-0.03386199474334717,1093.0,0.0018434319645166397,2310,223.17921948432922,,0.00010940094944089651,0.594983696937561
,-0.0037521198391914368,-0.0008830074220895767,214144,1763260308.6207793,0.0,0.00017158218543045223,4.231929779052734e-06,1093.0,0.0003501288592815399,2312,223.29189729690552,,189.82078552246094,0.5509195923805237
,0.0005212072283029556,-0.0030171116814017296,214784,1763260309.2153533,0.0,0.00017119816038757563,-0.0007143020629882812,1093.0,4.93926927447319e-05,2318,223.8864712715149,,0.003260818775743246,0.5760257244110107
,0.0006769709289073944,-0.00016261078417301178,215168,1763260309.5492048,0.0,0.00017096774536184967,-5.793571472167969e-05,1093.0,1.9880011677742004e-05,2322,224.22032284736633,,212.98150634765625,0.5026298761367798
,0.0006057396531105042,-0.003915577195584774,215424,1763260309.7693424,0.0,0.00017081413534469903,0.2681170105934143,1093.0,0.00020496267825365067,2324,224.4404604434967,,0.00029519700910896063,0.5668790936470032
,-0.002744395285844803,-0.00474285613745451,215936,1763260310.2535641,0.0,0.00017050691531039774,-0.023570895195007324,1093.0,0.000606815330684185,2329,224.92468214035034,,0.00014314906729850918,0.5827643871307373
500.0,,,216905,1763260311.0590026,,,,,,2339,225.7301206588745,500.0,,
,-0.0011729709804058075,-0.00047480594366788864,217344,1763260311.5134678,0.0,0.00016966206021606922,-1.6629390716552734,1093.0,7.546041160821915e-05,2343,226.18458580970764,,0.0011422164971008897,0.5336914658546448
,-0.002598479390144348,0.003439740277826786,217856,1763260311.9567888,0.0,0.00016935484018176794,-0.41174185276031494,1093.0,0.0003656046465039253,2348,226.6279067993164,,0.00023141689598560333,0.5336575508117676
500.0,,,218405,1763260312.4552524,,,,,,2354,227.12637042999268,500.0,,
,-0.0031784772872924805,-0.0014090612530708313,219392,1763260313.3591666,0.0,0.0001684331800788641,-0.15627813339233398,1093.0,0.0002257898449897766,2363,228.03028464317322,,0.0001702829758869484,0.6231659650802612
,0.0018196739256381989,-0.003925032913684845,221952,1763260315.649958,0.0,0.0001668970799073577,0.0003997683525085449,1094.0,5.870126187801361e-05,2389,230.32107591629028,,606.9717407226562,0.5483855605125427
,-0.00020103901624679565,-8.156336843967438e-05,222464,1763260316.093544,0.0,0.0001665898598730564,0.0002866387367248535,1094.0,3.2570213079452515e-05,2394,230.764662027359,,376.2715148925781,0.46993517875671387
,-0.0006221393123269081,0.0010959208011627197,224000,1763260317.496835,0.0,0.00016566819977015257,6.318092346191406e-06,1094.0,5.107186734676361e-05,2409,232.16795301437378,,196.1884307861328,0.488705039024353
,0.0015759225934743881,0.004246709868311882,225792,1763260319.092135,0.0,0.00016459292965009809,0.1286497712135315,1094.0,0.0003350451588630676,2426,233.76325297355652,,0.0001374396961182356,0.4778423309326172
,0.0022491663694381714,0.0030097728595137596,226176,1763260319.4255772,0.0,0.00016436251462437212,0.021062374114990234,1094.0,9.971950203180313e-05,2430,234.09669518470764,,0.00030227613751776516,0.5766205191612244
,-0.0001818425953388214,-0.0006290581077337265,228096,1763260321.1684055,0.0,0.00016321043949574232,-0.1559988260269165,1094.0,0.00020828843116760254,2449,235.83952355384827,,0.0033276595640927553,0.5793151259422302
,-0.0025499463081359863,-0.0005173003301024437,229760,1763260322.6454368,0.0,0.00016221197438426316,-0.3166239261627197,1094.0,0.00015636999160051346,2465,237.31655478477478,,0.0002887873270083219,0.563910722732544
500.0,,,232405,1763260324.999501,,,,,,2491,239.6706190109253,500.0,,
,-0.002720162272453308,-0.006797729060053825,232576,1763260325.1941648,0.0,0.00016052227874752134,0.2575516104698181,1095.0,0.0001400671899318695,2493,239.86528277397156,,0.0037746839225292206,0.5476036667823792
500.0,,,233905,1763260326.360442,,,,,,2506,241.03155994415283,500.0,,
,-0.008310224860906601,-0.00039127469062805176,234752,1763260327.1614802,0.0,0.0001592165936017409,-0.027566194534301758,1095.0,0.0006534270942211151,2514,241.8325982093811,,0.0001961595262400806,0.5324714183807373
,-0.0063334181904792786,-0.0030241655185818672,234880,1763260327.2713926,0.0,0.00015913978859316558,-0.12481892108917236,1095.0,0.0008240556344389915,2515,241.9425106048584,,0.00013074833259452134,0.577112078666687
,0.003600701689720154,-0.007549813948571682,235392,1763260327.715197,0.0,0.0001588325685588643,-0.03960108757019043,1095.0,0.0003726715222001076,2520,242.38631510734558,,0.00011032143811462447,0.5207347869873047
,-0.0007274672389030457,-0.0025604311376810074,236672,1763260328.8619914,0.0,0.0001580645184731111,0.03812718391418457,1095.0,0.000215139240026474,2533,243.5331094264984,,8.184612670447677e-05,0.5785863399505615
500.0,,,237318,1763260329.4572568,,,,,,2540,244.12837481498718,500.0,,
,-0.0014935638755559921,-0.0018966980278491974,238080,1763260330.153858,0.0,0.00015721966337878257,-0.16238439083099365,1095.0,4.131346940994263e-05,2547,244.82497596740723,,0.0005230741808190942,0.5365445613861084
,-0.004964292049407959,-0.0025411872193217278,240384,1763260332.2177598,0.0,0.0001558371732244268,-6.61611557006836e-05,1095.0,0.000260685570538044,2570,246.88887786865234,,140.52195739746094,0.5210769772529602
,-0.005954775959253311,0.0027871085330843925,240512,1763260332.3293564,0.0,0.00015576036821585149,-1.4560182094573975,1095.0,0.0003527821972966194,2571,247.0004744529724,,0.002903788583353162,0.5562946796417236
,-0.006289866752922535,-0.0018866509199142456,241024,1763260332.770323,0.0,0.0001554531481815502,-0.38006603717803955,1095.0,0.0003242306411266327,2576,247.44144105911255,,0.0031803990714251995,0.5781655311584473
,0.00034088827669620514,-0.0009041037410497665,241152,1763260332.8809638,0.0,0.00015537634317297488,0.4514696002006531,1095.0,0.00018124841153621674,2577,247.552081823349,,0.0003122211492154747,0.5333696603775024
500.0,,,244318,1763260335.7344043,,,,,,2608,250.40552234649658,500.0,,
,-0.005623064935207367,0.0023264866322278976,244480,1763260335.923744,0.0,0.00015337941295001656,0.10261094570159912,1095.0,0.00043958984315395355,2610,250.59486198425293,,0.0033012640196830034,0.594660758972168
,-0.0044805631041526794,-0.0017958041280508041,246528,1763260337.7678978,0.0,0.00015215053281281143,0.07685726881027222,1095.0,0.00045122019946575165,2630,252.43901586532593,,0.003429268253967166,0.5407265424728394
,0.000481664203107357,0.005442860536277294,247168,1763260338.3244007,0.0,0.00015176650776993483,0.1766500473022461,1095.0,0.00011359620839357376,2636,252.9955186843872,,0.00015854828234296292,0.533728837966919
,-0.0059545934200286865,-0.0009513832628726959,248192,1763260339.2487729,0.0,0.00015115206770133227,-0.008344531059265137,1096.0,0.0003170184791088104,2646,253.91989088058472,,9.156369924312457e-05,0.5281344652175903
500.0,,,248318,1763260339.2913797,,,,,,2647,253.96249771118164,500.0,,
,-0.002169094979763031,0.00540673453360796,248320,1763260339.3600152,0.0,0.00015107526269275695,-1.1563301086425781e-05,1096.0,0.00025509390980005264,2648,254.03113317489624,,431.683349609375,0.5224103927612305
,-0.002615068107843399,-0.0015411479398608208,250368,1763260341.2214606,0.0,0.00014984639710746706,8.285045623779297e-06,1096.0,0.0001089898869395256,2668,255.89257860183716,,389.8729553222656,0.5168353319168091
,-0.0027884356677532196,-0.004521639086306095,250880,1763260341.7027502,0.0,0.00014953917707316577,-0.22836816310882568,1096.0,0.0002950495108962059,2673,256.373868227005,,0.0003178275946993381,0.5042908787727356
,-0.0016569532454013824,-0.0038503874093294144,251904,1763260342.6504827,0.0,0.0001489247370045632,-2.5535035133361816,1095.0,5.844049155712128e-05,2683,257.3216006755829,,0.0026678666472434998,0.5416174530982971
,-0.010477006435394287,0.0041999826207757,252288,1763260342.999357,0.0,0.00014869432197883725,-0.15461432933807373,1095.0,0.000399184413254261,2687,257.6704750061035,,0.0002339915808988735,0.5105875730514526
452.0,,,252431,1763260343.1203456,,,,,,2689,257.79146361351013,452.0,,
,-0.0011205002665519714,0.0007761353626847267,252672,1763260343.3391373,0.0,0.0001484639069531113,0.00700068473815918,1096.0,9.569339454174042e-06,2692,258.0102553367615,,328.34649658203125,0.4928973615169525
,-2.2351741790771484e-08,0.0008230432868003845,256768,1763260347.0403905,0.0,0.00014600614667870104,0.5032952427864075,1096.0,0.0003253743052482605,2732,261.71150851249695,,0.003344279248267412,0.4813156723976135
,0.00012236833572387695,0.004286050796508789,258816,1763260348.8927915,0.0,0.00014477726654149592,0.08730053901672363,1096.0,0.00027753040194511414,2752,263.56390953063965,,0.0028276718221604824,0.4631950855255127
,0.0023447126150131226,0.0024203620851039886,259328,1763260349.3402457,0.0,0.00014447004650719464,-0.01170051097869873,1096.0,0.00017580948770046234,2757,264.0113637447357,,0.003177676582708955,0.5105813145637512
,0.0002867765724658966,-0.0010870452970266342,260864,1763260350.7140903,0.0,0.0001435483864042908,-0.1721799373626709,1096.0,2.158433198928833e-05,2772,265.3852083683014,,0.00018622235802467912,0.5607353448867798
,-0.0036974959075450897,0.0012339204549789429,261888,1763260351.6452184,0.0,0.00014293394633568823,-0.1403411626815796,1096.0,9.015575051307678e-05,2782,266.3163363933563,,0.00012673309538513422,0.527084469795227
,-0.002977173775434494,-0.004774185828864574,262016,1763260351.7541595,0.0,0.0001428571413271129,-0.1611083745956421,1096.0,0.00017012562602758408,2783,266.42527747154236,,0.00014556314272340387,0.5791231393814087
,-0.0038155242800712585,0.003202986903488636,263040,1763260352.682239,0.0,0.00014224270125851035,-0.3394150733947754,1096.0,0.0001438995823264122,2793,267.3533570766449,,0.00015015876851975918,0.5188100337982178
,-0.0023010894656181335,-0.009996669366955757,266112,1763260355.4715316,0.0,0.00014039938105270267,-3.325939178466797e-05,1096.0,0.00035247020423412323,2824,270.14264965057373,,410.50640869140625,0.5771974921226501
,-0.01320282369852066,-0.0020717019215226173,267904,1763260357.0720766,0.0,0.00013932411093264818,0.00015550851821899414,1096.0,0.000182456336915493,2843,271.7431945800781,,151.8785400390625,0.5137197971343994
,0.005036532878875732,0.02655448205769062,269312,1763260358.3701692,0.0,0.00013847925583831966,-0.011170029640197754,1096.0,0.0013876734301447868,2857,273.0412871837616,,0.00032647658372297883,0.5598512291908264
,0.0013839993625879288,0.002158600836992264,271872,1763260360.6626523,0.0,0.00013694317021872848,-0.015772581100463867,1096.0,8.709169924259186e-05,2882,275.33377027511597,,0.0001507765700807795,0.5221897959709167
,0.010995950549840927,0.0033805184066295624,272640,1763260361.3578,0.0,0.00013648234016727656,0.03875732421875,1096.0,0.0018410589545965195,2890,276.0289180278778,,0.000108218242530711,0.5138631463050842
,-0.00021333247423171997,0.0027466751635074615,274816,1763260363.2843244,0.0,0.00013517665502149612,0.00735551118850708,1097.0,8.63838940858841e-05,2911,277.95544242858887,,0.00013599995872937143,0.5478038787841797
500.0,,,277084,1763260365.2836525,,,,,,2935,279.95477056503296,500.0,,
,-0.0011092796921730042,-0.0010426212102174759,278400,1763260366.5141628,0.0,0.00013302611478138715,-0.025160670280456543,1097.0,3.6714598536491394e-05,2949,281.1852807998657,,0.0038939560763537884,0.5318556427955627
,-0.010825235396623611,0.00403317715972662,279552,1763260367.5463052,0.0,0.00013233486970420927,0.04345118999481201,1097.0,0.0007835691794753075,2960,282.2174232006073,,0.00027841629344038665,0.5807551145553589
,0.0001199766993522644,1.1817552149295807e-05,280960,1763260368.8422353,0.0,0.00013149001460988075,0.00010663270950317383,1097.0,4.2879022657871246e-05,2975,283.5133533477783,,402.6829528808594,0.5511822700500488
500.0,,,282451,1763260370.1294055,,,,,,2989,284.800523519516,500.0,,
,-0.008547142148017883,-0.0013980939984321594,283264,1763260370.9135919,0.0,0.00013010752445552498,0.14246749877929688,1097.0,0.0005287174135446548,2997,285.5847098827362,,0.00013784359907731414,0.5583202242851257
199.0,,,284650,1763260372.1102445,,,,,,3011,286.78136253356934,199.0,,
,-0.0020221173763275146,-0.00035480596125125885,287488,1763260374.8425858,0.0,0.0001275729591725394,-0.031813740730285645,1097.0,2.2316351532936096e-05,3051,289.5137038230896,,0.02765306457877159,0.6301605701446533
,-0.016118980944156647,0.042580343782901764,287744,1763260375.1107175,0.0,0.00012741934915538877,-0.24527037143707275,1096.0,0.004048038274049759,3053,289.7818355560303,,0.005033391993492842,0.5759533047676086
500.0,,,288791,1763260376.054464,,,,,,3066,290.72558212280273,500.0,,
,-0.00019484013319015503,0.00022890884429216385,289024,1763260376.2765434,0.0,0.00012665129906963557,0.01317685842514038,1096.0,5.541369318962097e-07,3070,290.9476613998413,,561.9940795898438,0.5760905742645264
,-0.0006119869649410248,0.0008612070232629776,290304,1763260377.4264202,0.0,0.0001258832635357976,-0.00024247169494628906,1097.0,0.00014320388436317444,3083,292.09753823280334,,387.4693908691406,0.5457725524902344
,0.006114542484283447,-0.00015033036470413208,291840,1763260378.850413,0.0,0.00012496160343289375,-0.00014221668243408203,1096.0,0.0004867780953645706,3098,293.5215311050415,,361.806884765625,0.5559871792793274
,-0.0011759400367736816,3.007892519235611e-05,292352,1763260379.3328958,0.0,0.00012465438339859247,0.06737411022186279,1096.0,0.00040466245263814926,3103,294.0040137767792,,0.0005071785417385399,0.5858060717582703
,0.004004828631877899,0.004324690438807011,294656,1763260381.408898,0.0,0.0001232718932442367,-0.0011391639709472656,1096.0,0.00013143103569746017,3127,296.08001613616943,,262.3216857910156,0.559699535369873
,0.0015083299949765205,-0.0007398054003715515,294912,1763260381.62863,0.0,0.00012311828322708607,-10.378836631774902,1097.0,1.9762665033340454e-05,3129,296.2997479438782,,0.0021401415579020977,0.5265910625457764
,-0.0028463713824748993,0.0019498541951179504,296064,1763260382.6655138,0.0,0.00012242703814990819,-2.472224473953247,1097.0,0.00011728890240192413,3141,297.33663177490234,,0.005907044280320406,0.48918676376342773
442.0,,,296263,1763260382.8008287,,,,,,3143,297.4719467163086,442.0,,
,-0.004667401313781738,-0.0029264818876981735,296576,1763260383.1103141,0.0,0.0001221198181156069,-0.04127621650695801,1097.0,0.0004384666681289673,3146,297.78143215179443,,0.00069168780464679,0.49484121799468994
,-0.001531854271888733,-0.0036624781787395477,297856,1763260384.262774,0.0,0.0001213517680298537,0.6260592937469482,1097.0,0.0001399759203195572,3161,298.93389201164246,,2.157071352005005,0.5467512607574463
220.0,,,298692,1763260384.9931777,,,,,,3170,299.66429567337036,220.0,,
,0.00021505355834960938,0.0022314004600048065,300032,1763260386.2287166,0.0,0.00012004608288407326,-1.0447173118591309,1097.0,9.931623935699463e-05,3183,300.89983463287354,,11.244956016540527,0.4963464140892029
,-0.0020835846662521362,-0.001384158618748188,300416,1763260386.6040323,0.0,0.0001198156678583473,0.6241881847381592,1097.0,1.880805939435959e-05,3188,301.27515029907227,,3.623018264770508,0.4789070188999176
276.0,,,303194,1763260389.0412762,,,,,,3217,303.7123942375183,276.0,,
,-0.009044002741575241,0.002061428502202034,303872,1763260389.7100832,0.0,0.00011774193262681365,0.040121614933013916,1097.0,0.0003044251352548599,3224,304.38120126724243,,0.02616068720817566,0.5422996878623962
500.0,,,306194,1763260391.7844677,,,,,,3247,306.4555857181549,500.0,,
,-0.00023661553859710693,0.0005200495943427086,306432,1763260392.0095992,0.0,0.00011620583973126486,-9.179115295410156e-06,1097.0,2.7222558856010437e-06,3250,306.68071722984314,,90.81526947021484,0.49679645895957947
,-0.005593061447143555,-0.005459550768136978,306688,1763260392.2373698,0.0,0.00011605222971411422,-1.716352939605713,1097.0,0.0001521967351436615,3252,306.90848779678345,,0.001220360747538507,0.54746013879776
,-0.0060785263776779175,-0.0024968674406409264,306944,1763260392.46724,0.0,0.00011589861969696358,0.5708354711532593,1097.0,0.00022148620337247849,3255,307.1383581161499,,0.01043818611651659,0.5363482236862183
,0.0033752694725990295,0.004096087068319321,307328,1763260392.8383563,0.0,0.00011566820467123762,0.003268420696258545,1097.0,0.00033055804669857025,3259,307.50947427749634,,248.68911743164062,0.5369113683700562
,-0.0002869516611099243,0.00038390886038541794,308608,1763260393.9787834,0.0,0.00011490015458548442,0.06054264307022095,1097.0,6.690341979265213e-05,3272,308.6499013900757,,389.5185546875,0.5738152265548706
,-0.008304462768137455,-0.0021957140415906906,308992,1763260394.3108718,0.0,0.00011466973955975845,0.02178579568862915,1097.0,0.0003215167671442032,3275,308.98198986053467,,0.0004630991898011416,0.5730794668197632
