losses/approx_kl,losses/explained_variance,_runtime,losses/value_loss,losses/policy_loss,losses/clipfrac,global_step,losses/entropy,charts/SPS,charts/learning_rate,_step,_timestamp,losses/old_approx_kl,charts/episodic_return,charts/episodic_length
0.0004391707479953766,-5.042552947998047e-05,260.9567880630493,635.1267700195312,2.746284008026123e-05,0.0,166272,0.484025776386261,711.0,0.00020030721498187631,1945,1763260317.2111712,-0.0032163839787244797,,
0.0015723546966910362,-0.0001226663589477539,262.89092087745667,591.3159790039062,-0.014664554968476295,0.0,167680,0.535496175289154,712.0,0.0001994623598875478,1959,1763260319.145304,0.003577698953449726,,
,,264.78490948677063,,,,169167,,,,1973,1763260321.0392926,,500.0,500.0
0.00038655567914247513,-0.022103071212768555,266.31107902526855,0.006379737518727779,-0.003459777683019638,0.0,170368,0.5563775300979614,713.0,0.0001978494692593813,1985,1763260322.565462,0.0043174875900149345,,
0.0005512414500117302,-0.023224830627441406,267.1898763179779,0.0004157608200330287,0.0014907550066709518,0.0,171008,0.41946184635162354,713.0,0.0001974654442165047,1991,1763260323.4442594,-0.005096853710711002,,
7.044151425361633e-05,-0.15141022205352783,268.77530241012573,0.00029727944638580084,-0.0015535429120063782,0.0,172160,0.5394286513328552,713.0,0.0001967741991393268,2002,1763260325.0296855,0.0012251362204551697,,
,,269.37432384490967,,,,172667,,,,2007,1763260325.628707,,500.0,500.0
0.001323441043496132,-1.561896562576294,270.6071710586548,0.0002970974601339549,-0.029429849237203598,0.001953125,173568,0.4450022876262665,713.0,0.0001959293440449983,2016,1763260326.8615541,-0.016053538769483566,,
0.0013329451903700829,-0.07343161106109619,270.8929719924927,0.0054278913885355,-0.011973686516284943,0.0,173824,0.5139166712760925,713.0,0.00019577573402784765,2019,1763260327.147355,0.004042177461087704,,
0.0003640223294496536,-0.0008215904235839844,271.3481433391571,0.007002331782132387,-0.004474367946386337,0.0,174336,0.5343519449234009,714.0,0.00019546851399354637,2024,1763260327.6025264,0.0006243810057640076,,
,,271.601304769516,,,,174667,,,,2027,1763260327.8556879,,500.0,500.0
0.0018480708822607994,0.07024586200714111,271.8059277534485,0.006632608361542225,-0.004985727369785309,0.001953125,174848,0.4447984993457794,715.0,0.00019516129395924509,2029,1763260328.0603108,0.01691371202468872,,
0.00015257857739925385,-0.024045228958129883,272.39023756980896,0.004477257374674082,-0.0007176250219345093,0.0,175360,0.4451255202293396,715.0,0.0001948540739249438,2034,1763260328.6446207,0.000756261870265007,,
0.0009953537955880165,-0.10664606094360352,273.8002920150757,0.0006733176996931434,-0.0017002839595079422,0.0,176512,0.5144000053405762,716.0,0.00019416282884776592,2045,1763260330.054675,0.0009007370099425316,,
0.003467812202870846,0.05026489496231079,274.546044588089,0.00028141619986854494,-0.02202562242746353,0.00390625,177152,0.45838573575019836,716.0,0.00019377880380488932,2051,1763260330.8004277,0.023480113595724106,,
,,274.5758149623871,,,,177167,,,,2052,1763260330.830198,,500.0,500.0
0.0007073013111948967,-0.03906571865081787,276.7017090320587,0.0002365036343690008,-0.0031589828431606293,0.0,179072,0.45951974391937256,718.0,0.00019262672867625952,2070,1763260332.9560921,-0.008887450210750103,,
,,277.18041253089905,,,,179667,,,,2076,1763260333.4347956,,500.0,500.0
0.00020348560065031052,-0.00048148632049560547,278.80465602874756,0.004737848415970802,0.004872776567935944,0.0,181376,0.5413352847099304,721.0,0.00019124423852190375,2093,1763260335.059039,-0.00446848850697279,,
0.003205692395567894,0.06761527061462402,278.91535806655884,0.0005328920669853687,-0.019079312682151794,0.00390625,181504,0.561651885509491,721.0,0.00019116743351332843,2094,1763260335.1697412,0.017212018370628357,,
7.293373346328735e-05,-0.013868570327758789,281.026593208313,0.005187036003917456,-0.000819522887468338,0.0,183808,0.5348010063171387,724.0,0.00018978494335897267,2117,1763260337.2809763,-0.0013186205178499222,,
0.00083879753947258,-8.83340835571289e-05,283.2829682826996,448.6214599609375,0.015967927873134613,0.0,186240,0.5208610892295837,727.0,0.00018832564819604158,2141,1763260339.5373514,0.0006414130330085754,,
0.00040143541991710663,-0.00011014938354492188,283.9478394985199,320.69671630859375,0.0026597976684570312,0.0,186752,0.5824186205863953,727.0,0.0001880184281617403,2146,1763260340.2022226,0.007849877700209618,,
0.0018758820369839668,-0.07442998886108398,284.0915160179138,0.00610728794708848,-0.0180598646402359,0.005859375,186880,0.5544384121894836,728.0,0.00018794162315316498,2147,1763260340.345899,-0.005759400315582752,,
0.0027443701401352882,-0.09672689437866211,284.2270154953003,0.0003386518219485879,0.004792295396327972,0.005859375,187008,0.581109881401062,728.0,0.00018786481814458966,2148,1763260340.4813986,-0.0023026242852211,,
,,285.02937412261963,,,,187667,,,,2155,1763260341.2837572,,500.0,500.0
0.0008399803191423416,0.023586630821228027,286.96269726753235,0.0067846099846065044,-0.004892101511359215,0.0,189184,0.5731500387191772,728.0,0.00018655913299880922,2172,1763260343.2170804,-0.007566533982753754,,
,,288.5069570541382,,,,190472,,,,2185,1763260344.7613401,,500.0,500.0
0.0005140108987689018,0.005542933940887451,289.4741072654724,0.0006056154379621148,0.00030375272035598755,0.0,191232,0.5802743434906006,729.0,0.00018533026741351932,2192,1763260345.7284904,-0.0030411286279559135,,
0.004229690879583359,-0.3048518896102905,290.27037382125854,0.0002752828295342624,-0.0031350180506706238,0.0078125,191872,0.5763895511627197,729.0,0.00018494624237064272,2198,1763260346.524757,-0.02112044207751751,,
,,290.3173043727875,,,,191972,,,,2199,1763260346.5716875,,500.0,500.0
0.0022216523066163063,-0.1627737283706665,291.58258605003357,0.007396029774099588,-0.0019089151173830032,0.001953125,193152,0.46149951219558716,731.0,0.00018417819228488952,2211,1763260347.8369691,-0.007953661493957043,,
,,291.82950377464294,,,,193472,,,,2214,1763260348.0838869,,500.0,500.0
0.00033856090158224106,-9.119510650634766e-05,292.41669487953186,646.4296875,0.0008302219212055206,0.0,194048,0.5192890763282776,732.0,0.00018364055722486228,2220,1763260348.671078,0.00025964807718992233,,
0.0018978463485836983,-0.02806723117828369,292.75331807136536,0.00029672295204363763,-0.008624941110610962,0.001953125,194432,0.49451571702957153,732.0,0.00018341014219913632,2223,1763260349.0077012,0.0071753161028027534,,
0.0004572700709104538,-0.000164031982421875,292.8675091266632,521.5245361328125,-0.008162576705217361,0.0,194560,0.4892076253890991,732.0,0.000183333337190561,2225,1763260349.1218922,-0.003629511222243309,,
0.00028878357261419296,-0.015130400657653809,292.9788794517517,0.004843234084546566,-0.006483379751443863,0.0,194688,0.5460208058357239,733.0,0.00018325653218198568,2226,1763260349.2332625,-0.0002937624230980873,,
0.004370344802737236,-0.019963741302490234,293.091500043869,0.0005947324098087847,-0.01080101728439331,0.005859375,194816,0.552399754524231,733.0,0.00018317972717341036,2227,1763260349.3458831,0.001036614179611206,,
0.00018744729459285736,0.03817504644393921,293.52166199684143,0.004066547378897667,-0.003831729292869568,0.0,195200,0.5091010928153992,733.0,0.0001829493121476844,2231,1763260349.776045,-0.0027787592262029648,,
0.00013851746916770935,-6.902217864990234e-05,293.85694551467896,69.21211242675781,0.00025616399943828583,0.0,195584,0.5175833702087402,734.0,0.00018271889712195843,2235,1763260350.1113286,-0.0021895691752433777,,
0.00023218989372253418,0.031044185161590576,294.45872592926025,0.0019389977678656578,-0.004113070201128721,0.0,196224,0.500301718711853,734.0,0.00018233487207908183,2241,1763260350.713109,0.0053322818130254745,,
,,295.06762290000916,,,,196972,,,,2248,1763260351.322006,,500.0,500.0
0.0010857973247766495,-0.20289814472198486,295.35850977897644,0.00732126459479332,-0.010833889245986938,0.0,197120,0.5459201335906982,735.0,0.0001817972370190546,2250,1763260351.6128929,-0.0030044950544834137,,
,,295.73864555358887,,,,197472,,,,2253,1763260351.9930286,,500.0,500.0
0.0012347474694252014,-0.022656559944152832,298.27989768981934,0.0002009532618103549,-0.018363259732723236,0.0,199424,0.5463449358940125,736.0,0.00018041474686469883,2272,1763260354.5342808,-0.006938822567462921,,
9.24495980143547e-05,-0.03151428699493408,299.2807049751282,0.004470080137252808,-0.005366388708353043,0.0,200192,0.4875342547893524,736.0,0.0001799539168132469,2280,1763260355.535088,-0.002362317405641079,,
0.0010704388841986656,-0.010857343673706055,301.1194407939911,0.0003634718304965645,-0.004766099154949188,0.0,201856,0.5353239178657532,737.0,0.00017895545170176774,2295,1763260357.373824,0.004603358916938305,,
0.002505647949874401,-0.11689138412475586,301.3453345298767,0.008294312283396721,-0.01892973482608795,0.0,202112,0.5131889581680298,737.0,0.0001788018416846171,2298,1763260357.5997176,-0.0028139473870396614,,
0.004115505144000053,0.001953423023223877,302.5083191394806,0.00018671659927349538,0.0005464106798171997,0.0,203392,0.5433324575424194,739.0,0.0001780337915988639,2310,1763260358.7627022,0.007531661540269852,,
0.0004569338634610176,-3.8504600524902344e-05,302.6222369670868,597.1862182617188,0.0020444486290216446,0.0,203520,0.46908530592918396,739.0,0.00017795698659028858,2312,1763260358.87662,0.0035548070445656776,,
0.0007291221991181374,-0.25750458240509033,303.21497106552124,0.005024632439017296,-0.009357951581478119,0.0,204160,0.47458991408348083,740.0,0.00017757296154741198,2318,1763260359.4693542,0.012766440398991108,,
0.002139335498213768,-0.00012242794036865234,303.56262969970703,672.8385620117188,-0.0039787739515304565,0.005859375,204544,0.4765312969684601,740.0,0.00017734254652168602,2322,1763260359.8170128,-0.032773472368717194,,
0.002834978513419628,-0.10035586357116699,303.78574419021606,0.000550527183804661,-0.009959099814295769,0.0,204800,0.4655628502368927,740.0,0.00017718893650453538,2324,1763260360.0401273,-0.011156645603477955,,
0.0028392979875206947,0.10154557228088379,304.27130913734436,0.00025998306227847934,-0.023732375353574753,0.0,205312,0.4935740530490875,741.0,0.0001768817164702341,2329,1763260360.5256922,0.027813801541924477,,
0.001396341249346733,-0.15303409099578857,305.2481617927551,0.0004371808608993888,-0.0036336034536361694,0.0,206336,0.45466944575309753,742.0,0.00017626727640163153,2339,1763260361.5025449,0.013364162296056747,,
0.0017462028190493584,0.04438120126724243,305.58335518836975,0.005789867136627436,-0.0026061609387397766,0.0,206720,0.5382059216499329,743.0,0.00017603686137590557,2343,1763260361.8377383,-0.010749694891273975,,
0.008374175988137722,0.07220911979675293,306.06553649902344,0.0008279225439764559,-0.03018238954246044,0.025390625,207232,0.5157305002212524,743.0,0.0001757296413416043,2348,1763260362.3199196,0.052649401128292084,,
0.0010533742606639862,-0.00525820255279541,306.6272451877594,0.0003046506899408996,-0.006894472986459732,0.0,207872,0.5028175115585327,744.0,0.0001753456162987277,2354,1763260362.8816283,-0.00827093981206417,,
0.00031534209847450256,-0.03974497318267822,307.46341013908386,0.0007496577454730868,-0.011498704552650452,0.0,208768,0.5162867903709412,745.0,0.00017480798123870045,2363,1763260363.7177932,-0.0021886788308620453,,
0.00039194244891405106,-0.025735139846801758,310.1996097564697,0.00035432641743682325,-0.006061360239982605,0.0,211456,0.43344518542289734,747.0,0.00017319509061053395,2389,1763260366.4539928,-0.00012184027582406998,,
0.00026795919984579086,-0.008582234382629395,314.0970323085785,0.003963296767324209,-0.0031718797981739044,0.0,215168,0.5537614822387695,750.0,0.00017096774536184967,2426,1763260370.3514154,0.0019361050799489021,,
0.0024338271468877792,6.0677528381347656e-05,314.47405552864075,657.96240234375,-0.018455669283866882,0.0,215552,0.5141786336898804,750.0,0.0001707373303361237,2430,1763260370.7284386,0.019788073375821114,,
0.0014836415648460388,-0.026581287384033203,316.9484775066376,0.007991335354745388,-0.008357815444469452,0.0,217600,0.5899807214736938,751.0,0.00016950845019891858,2449,1763260373.2028606,-0.0018393006175756454,,
0.0008726697415113449,0.08708876371383667,319.0594947338104,0.0005130112986080348,-0.007048696279525757,0.0,219264,0.5095615983009338,751.0,0.00016850998508743942,2465,1763260375.3138778,0.0019556712359189987,,
0.0020841313526034355,-0.16900634765625,322.34942150115967,0.0005434207268990576,-0.010821148753166199,0.005859375,221952,0.5025820136070251,752.0,0.0001668970799073577,2491,1763260378.6038046,-0.00650408398360014,,
0.0003305776044726372,-5.5909156799316406e-05,322.50689125061035,579.3860473632812,-0.005069144070148468,0.0,222080,0.5375547409057617,752.0,0.00016682027489878237,2493,1763260378.7612743,4.399660974740982e-05,,
,,323.72249698638916,,,,223472,,,,2506,1763260379.97688,,500.0,500.0
0.002834524028003216,0.03883004188537598,324.50762367248535,0.00039357339846901596,0.010097131133079529,0.001953125,224256,0.38968393206596375,754.0,0.00016551458975300193,2514,1763260380.7620068,0.000600685365498066,,
0.0011068256571888924,-0.10250222682952881,324.6199007034302,0.00042089447379112244,-0.010891661047935486,0.0,224384,0.5379271507263184,754.0,0.0001654377847444266,2515,1763260380.8742838,0.0027882708236575127,,
0.00010679662227630615,-0.06403255462646484,325.1061737537384,0.0002454194182064384,-0.003808639943599701,0.0,224896,0.49093782901763916,755.0,0.00016513056471012533,2520,1763260381.3605568,0.0019608493894338608,,
2.9673799872398376e-05,-0.1017155647277832,326.33639216423035,0.006628639996051788,-0.0024888142943382263,0.0,226176,0.5804842710494995,756.0,0.00016436251462437212,2533,1763260382.5907753,0.0024370700120925903,,
0.0020283330231904984,-0.3608243465423584,327.3434810638428,0.0002525773015804589,-0.024530868977308273,0.005859375,226944,0.5552184581756592,756.0,0.0001639016845729202,2540,1763260383.5978642,-0.02391832321882248,,
9.333714842796326e-05,8.046627044677734e-06,328.1330237388611,226.27984619140625,-0.002886243164539337,0.0,227584,0.5177173018455505,756.0,0.0001635176595300436,2547,1763260384.3874068,-0.004540305584669113,,
,,330.53456711769104,,,,229972,,,,2570,1763260386.7889502,,500.0,500.0
0.0008666813373565674,-1.7881393432617188e-05,330.62462615966797,817.379150390625,0.007020569872111082,0.0,230016,0.5383349657058716,758.0,0.00016205837891902775,2571,1763260386.8790092,-0.0004245191812515259,,
0.0006652968004345894,2.384185791015625e-07,331.1151804924011,773.1389770507812,0.009563058614730835,0.0,230528,0.5304396152496338,759.0,0.00016175115888472646,2576,1763260387.3695636,-0.0028945589438080788,,
2.165231853723526e-05,-0.004839777946472168,331.2267553806305,0.00409857789054513,0.0006377957761287689,0.0,230656,0.550876259803772,759.0,0.00016167435387615114,2577,1763260387.4811385,0.0007903510704636574,,
,,334.2065005302429,,,,233972,,,,2608,1763260390.4608836,,500.0,500.0
0.0005874466150999069,0.024996638298034668,334.4163360595703,0.005884973332285881,0.0028502419590950012,0.0,234112,0.5637455582618713,762.0,0.0001596006186446175,2610,1763260390.6707191,0.003444364294409752,,
0.0002459399402141571,-0.05986320972442627,336.2939488887787,0.008046967908740044,-0.00353192538022995,0.0,236160,0.5595302581787109,764.0,0.00015837173850741237,2630,1763260392.548332,0.001880863681435585,,
7.433630526065826e-05,0.008930027484893799,336.9001262187958,0.0005103337462060153,-0.003864983096718788,0.0,236800,0.573236882686615,765.0,0.00015798771346453577,2636,1763260393.1545093,-0.003556232899427414,,
0.0010464321821928024,-0.08394968509674072,337.837229013443,0.00042334097088314593,0.0010745227336883545,0.0,237824,0.5505423545837402,766.0,0.0001573732733959332,2646,1763260394.091612,-0.008786298334598541,,
0.0010088272392749786,-0.007063627243041992,337.94727897644043,0.000359106226824224,0.00042035430669784546,0.0,237952,0.589424192905426,766.0,0.0001572964683873579,2647,1763260394.201662,-0.004066506400704384,,
,,337.9773156642914,,,,238032,,,,2648,1763260394.2316988,,500.0,500.0
,,340.1738381385803,,,,240032,,,,2668,1763260396.4282212,,500.0,500.0
,,340.8728210926056,,,,240532,,,,2673,1763260397.1272042,,500.0,500.0
0.000339241698384285,3.814697265625e-06,342.2146108150482,622.4609985351562,-0.004126720130443573,0.0,241536,0.581518292427063,767.0,0.00015514592814724892,2683,1763260398.468994,0.0010083802044391632,,
,,342.7657165527344,,,,242032,,,,2687,1763260399.0200996,,500.0,500.0
0.00012310687452554703,-0.024668335914611816,343.07055258750916,0.006377879064530134,-0.0018896423280239105,0.0,242176,0.4868249297142029,767.0,0.00015476190310437232,2689,1763260399.3249357,0.002772643230855465,,
,,343.43708896636963,,,,242532,,,,2692,1763260399.691472,,500.0,500.0
0.0002479963004589081,0.04598754644393921,348.97972106933594,0.0053776963613927364,-0.0006352216005325317,0.0,246528,0.5647830367088318,766.0,0.00015215053281281143,2732,1763260405.2341042,-1.0456889867782593e-05,,
0.0006888061761856079,-0.16718041896820068,351.04231786727905,0.004377524368464947,0.0015197992324829102,0.0,248576,0.5583176016807556,768.0,0.0001509216526756063,2752,1763260407.296701,-0.0027196723967790604,,
0.00018003862351179123,0.03209197521209717,351.4943208694458,0.00372197269462049,-0.00205925852060318,0.0,249088,0.5782521963119507,768.0,0.00015061443264130503,2757,1763260407.748704,0.00115875992923975,,
0.00015193596482276917,6.979703903198242e-05,352.86640310287476,592.2332153320312,-0.004238709807395935,0.0,250496,0.5281761288642883,769.0,0.00014976959209889174,2772,1763260409.1207862,-0.00348530150949955,,
0.00019301287829875946,-0.00011968612670898438,353.76808047294617,725.52734375,0.005002707242965698,0.0,251520,0.5425599813461304,770.0,0.00014915515203028917,2782,1763260410.0224636,0.0027626119554042816,,
0.0006754156202077866,-0.13026893138885498,353.9192433357239,0.004651280120015144,0.0026781074702739716,0.0,251648,0.5959675908088684,770.0,0.00014907834702171385,2783,1763260410.1736264,-7.867813110351562e-05,,
0.00020288489758968353,-0.21645808219909668,354.860080242157,0.0042014592327177525,-0.0015641935169696808,0.0,252672,0.5656825304031372,771.0,0.0001484639069531113,2793,1763260411.1144633,-0.0019541550427675247,,
1.8863938748836517e-05,-4.112720489501953e-05,359.00009632110596,225.51351928710938,-0.001867886632680893,0.0,255744,0.5748948454856873,771.0,0.0001466205867473036,2824,1763260415.2544794,-0.001369657926261425,,
0.00037839077413082123,0.00012731552124023438,361.7226643562317,956.3295288085938,-0.0017414242029190063,0.0,257664,0.5227062702178955,770.0,0.0001454685116186738,2843,1763260417.9770474,0.007892696186900139,,
,,363.65960931777954,,,,259123,,,,2857,1763260419.9139924,,500.0,500.0
0.00016901176422834396,8.940696716308594e-07,367.3637661933899,355.5599670410156,0.002501934766769409,0.0,261632,0.5384973287582397,769.0,0.00014308755635283887,2882,1763260423.6181493,0.004380439408123493,,
0.00039545726031064987,-0.005096912384033203,368.607928276062,0.00023946852888911963,0.0012983307242393494,0.0,262528,0.554486870765686,769.0,0.00014254992129281163,2890,1763260424.8623114,0.00912789348512888,,
,,371.62157702445984,,,,264623,,,,2911,1763260427.87596,,500.0,500.0
5.177408456802368e-05,-0.0048961639404296875,374.4393639564514,0.005071559455245733,0.0006395056843757629,0.0,267008,0.5643793344497681,769.0,0.00013986174599267542,2935,1763260430.693747,-0.004558524116873741,,
0.00027836859226226807,0.02993905544281006,375.71337962150574,0.003889996325597167,-0.0030497917905449867,0.0,268416,0.5506901741027832,770.0,0.0001390168908983469,2949,1763260431.9677627,-0.007724981755018234,,
0.0003359569236636162,-0.13275015354156494,376.76908016204834,0.00041934027103707194,-0.007144596427679062,0.0,269568,0.5523022413253784,771.0,0.00013832564582116902,2960,1763260433.0234632,-0.007027498446404934,,
8.680857717990875e-06,0.18228662014007568,378.1491208076477,0.00013539037900045514,2.2621825337409973e-05,0.0,271104,0.5627116560935974,772.0,0.0001374040002701804,2975,1763260434.403504,-0.00031247641891241074,,
0.00010113511234521866,-0.013335108757019043,379.48744463920593,0.00019530614372342825,-0.001988109201192856,0.0,272512,0.5288881659507751,773.0,0.00013655914517585188,2989,1763260435.7418277,0.0023157326504588127,,
3.969110548496246e-05,-0.0012537240982055664,380.1623275279999,811.5870971679688,-0.0008334740996360779,0.0,273280,0.5495160222053528,774.0,0.00013609831512439996,2997,1763260436.4167106,0.0005319751799106598,,
,,381.47555804252625,,,,274700,,,,3011,1763260437.7299411,,500.0,500.0
9.202677756547928e-05,-0.01755690574645996,385.2843828201294,0.004749985411763191,-0.0013725543394684792,0.0,278912,0.4590489864349365,779.0,0.00013271889474708587,3051,1763260441.538766,-0.001004987396299839,,
0.00011916831135749817,-0.20039618015289307,385.50814747810364,0.00023331755073741078,0.0006567984819412231,0.0,279168,0.45517483353614807,779.0,0.00013256528472993523,3053,1763260441.7625306,0.0030270665884017944,,
0.00036554597318172455,0.029626190662384033,386.70246291160583,0.004031206946820021,-0.005633600056171417,0.0,280448,0.5063560009002686,780.0,0.00013179723464418203,3066,1763260442.956846,-0.002932576462626457,,
8.020922541618347e-05,-0.015476226806640625,387.0474486351013,0.003766216104850173,0.002607285976409912,0.0,280832,0.5340922474861145,780.0,0.00013156681961845607,3070,1763260443.3018317,0.005391033366322517,,
,,388.24806690216064,,,,282200,,,,3083,1763260444.50245,,500.0,500.0
,,389.6205813884735,,,,283700,,,,3098,1763260445.8749645,,500.0,500.0
,,390.11121463775635,,,,284200,,,,3103,1763260446.3655977,,500.0,500.0
,,392.3462679386139,,,,286700,,,,3127,1763260448.600651,,500.0,500.0
4.644598811864853e-05,-0.09433388710021973,392.5356321334839,0.004375281278043985,-0.001226905733346939,0.0,286848,0.560481071472168,785.0,0.00012795698421541601,3129,1763260448.7900152,-0.0016080019995570183,,
0.0017421199008822441,-0.024672865867614746,393.70565843582153,0.00013690402556676418,-0.0049774739891290665,0.0,288128,0.5505282282829285,786.0,0.0001271889341296628,3141,1763260449.9600415,-0.014666772447526455,,
0.0002515660598874092,-0.0003153085708618164,393.8206307888031,745.8992919921875,-0.0024611130356788635,0.0,288256,0.5380924344062805,786.0,0.0001271121291210875,3143,1763260450.0750139,-0.0003723790869116783,,
3.0132010579109192e-05,-0.06799101829528809,394.18717908859253,0.00022632916807197034,-0.0017689019441604614,0.0,288640,0.5235718488693237,786.0,0.00012688171409536153,3146,1763260450.4415622,-0.0006914958357810974,,
0.0005379766225814819,-0.004228711128234863,396.4355049133301,0.00035245416802354157,-0.004766110330820084,0.0,291072,0.4929880201816559,788.0,0.00012542243348434567,3170,1763260452.689888,0.004146667197346687,,
0.00019506271928548813,0.06040656566619873,397.7138366699219,0.0003624329692684114,-0.005434505641460419,0.0,292480,0.5178124308586121,789.0,0.00012457757839001715,3183,1763260453.9682198,-0.0026685232296586037,,
0.0005684737116098404,0.06343472003936768,398.20978307724,0.0003659289504867047,-0.010307185351848602,0.0,292992,0.47547125816345215,790.0,0.00012427035835571587,3188,1763260454.4641662,-0.010072845965623856,,
1.4915131032466888e-05,0.04691433906555176,400.9745078086853,0.0027307341806590557,0.00016225874423980713,0.0,295936,0.4742819666862488,792.0,0.0001225038431584835,3217,1763260457.228891,-0.00015278812497854233,,
,,401.61750650405884,,,,296700,,,,3224,1763260457.8718896,,500.0,500.0
0.000501503236591816,-0.2640876770019531,403.80354166030884,0.000431090040365234,-0.0054528601467609406,0.0,299008,0.5318664312362671,794.0,0.00012066052295267582,3247,1763260460.0579247,-0.008833634667098522,,
1.663248986005783e-05,-0.0002028942108154297,404.0288438796997,516.297119140625,-0.0004730597138404846,0.0,299264,0.44152194261550903,794.0,0.00012050691293552518,3250,1763260460.283227,-0.0019026128575205803,,
0.0005548950284719467,-0.007174968719482422,404.25260305404663,0.00045930020860396326,-0.008180137723684311,0.0,299520,0.5255571007728577,794.0,0.00012035330291837454,3252,1763260460.5069861,0.008967075496912003,,
1.3294629752635956e-05,-2.8014183044433594e-05,404.516313791275,267.6917419433594,0.0002418849617242813,0.0,299776,0.48578694462776184,794.0,0.0001201996929012239,3255,1763260460.7706969,-0.0004476597532629967,,
,,404.89471435546875,,,,300200,,,,3259,1763260461.1490974,,500.0,500.0
6.813555955886841e-06,-0.025281667709350586,406.64988589286804,0.0003987500094808638,-0.0005812346935272217,0.0,301568,0.6136207580566406,795.0,0.00011912442278116941,3272,1763260462.904269,0.001356547698378563,,
0.00012010987848043442,-1.2874603271484375e-05,406.9915428161621,0.0036373191978782415,-0.0013395994901657104,0.0,301824,0.5873331427574158,795.0,0.00011897081276401877,3275,1763260463.245926,0.006189136765897274,,
0.00017746910452842712,0.11019593477249146,407.14092683792114,0.0013430676190182567,-0.0008793175220489502,0.0,301952,0.5881968140602112,795.0,0.00011889400775544345,3276,1763260463.39531,0.0021909233182668686,,
0.000485752709209919,0.009456038475036621,409.2088420391083,0.0003990000986959785,-0.006114557385444641,0.0,304000,0.49176761507987976,796.0,0.00011766512761823833,3296,1763260465.4632251,-0.0054554203525185585,,
4.306808114051819e-05,-4.1365623474121094e-05,409.53580594062805,796.5304565429688,-0.0003276616334915161,0.0,304256,0.514592707157135,796.0,0.00011751151760108769,3299,1763260465.790189,0.0014841947704553604,,
0.00016156304627656937,-0.2694743871688843,414.424880027771,0.0036680016200989485,-0.0025630593299865723,0.0,308352,0.47910693287849426,796.0,0.00011505376460263506,3338,1763260470.679263,-0.0004959246143698692,,
,,415.6086449623108,,,,309700,,,,3351,1763260471.863028,,500.0,500.0
7.576402276754379e-05,-9.059906005859375e-06,416.14678716659546,758.2981567382812,0.00198260135948658,0.0,310272,0.6038034558296204,798.0,0.00011390168947400525,3357,1763260472.4011703,0.0021334784105420113,,
6.709806621074677e-05,0.01582413911819458,416.5252890586853,0.00017165945610031486,-0.0022944509983062744,0.0,310656,0.5821138620376587,798.0,0.00011367127444827929,3360,1763260472.7796721,0.00024644285440444946,,
0.0005456097424030304,-0.0490800142288208,420.0114915370941,0.0003321950789541006,-0.0012439042329788208,0.0,314496,0.5784077048301697,801.0,0.00011136712419101968,3398,1763260476.2658746,0.002932872623205185,,
3.42121347784996e-05,2.9802322387695312e-05,420.23712182044983,519.43017578125,-0.0006596073508262634,0.0,314752,0.6288905143737793,801.0,0.00011121351417386904,3401,1763260476.491505,-0.003109659068286419,,
8.445978164672852e-05,-0.000118255615234375,420.72389912605286,488.1546630859375,-0.0013019032776355743,0.0,315264,0.5844355821609497,801.0,0.00011090630141552538,3406,1763260476.9782822,0.0003825034946203232,,
9.60715115070343e-05,-0.11248207092285156,420.8362810611725,0.002856743521988392,-0.004287831485271454,0.0,315392,0.5818822979927063,801.0,0.00011082949640695006,3407,1763260477.0906641,0.0029698461294174194,,
0.0008260617032647133,-0.10867869853973389,421.99865531921387,0.00024148490047082305,0.0006804019212722778,0.0,316672,0.6096233129501343,802.0,0.00011006144632119685,3419,1763260478.2530384,-0.0025685718283057213,,
0.0002276478335261345,0.0003839731216430664,422.4815204143524,600.1709594726562,-0.0012646466493606567,0.0,317184,0.4287899136543274,802.0,0.00010975422628689557,3426,1763260478.7359035,-0.0003779688850045204,,
0.0001445189118385315,-0.22358083724975586,422.7155454158783,0.001545290811918676,-0.005501754581928253,0.0,317440,0.5451689958572388,803.0,0.00010960061626974493,3428,1763260478.9699285,0.0015214011073112488,,
,,423.1730742454529,,,,317965,,,,3435,1763260479.4274573,,293.0,293.0
0.0005909893661737442,0.019411742687225342,424.5884566307068,0.0004299709398765117,-0.0028466973453760147,0.0,319488,0.5710036158561707,804.0,0.00010837173613253981,3450,1763260480.8428397,-0.007021378725767136,,
,,424.60922288894653,,,,319546,,,,3451,1763260480.863606,,500.0,500.0
0.0004879636690020561,0.028239428997039795,425.63588070869446,0.0005770562565885484,-0.007592126727104187,0.0,320640,0.561589777469635,805.0,0.00010768049105536193,3462,1763260481.8902638,0.008803212083876133,,
0.00026357080787420273,-0.31524384021759033,426.9139597415924,0.000439798051957041,-0.004049221053719521,0.001953125,322048,0.5212655067443848,806.0,0.0001068356359610334,3476,1763260483.1683428,0.003409472294151783,,
0.00027641095221042633,-6.67572021484375e-05,427.1392433643341,696.9227905273438,-0.002033645287156105,0.0,322304,0.5971939563751221,806.0,0.00010668202594388276,3479,1763260483.3936265,3.7554651498794556e-05,,
0.00013059470802545547,3.045797348022461e-05,428.89528036117554,929.1962890625,-0.00030069053173065186,0.0,324224,0.5597862601280212,807.0,0.00010552995081525296,3498,1763260485.1496634,0.002808959223330021,,
